"name"	"description"	"sig_group"	"up.p"	"up.odds"	"up.expected"	"up.counts"	"up.padjust"	"down.p"	"down.odds"	"down.expected"	"down.counts"	"down.padjust"
"GO:0045841"	"negative regulation of mitotic metaphase/anaphase transition"	"up"	6.5966219959693e-06	6.24402250351617	2.68651124063281	12	0.00112390567239597	1	0	1.23834304746045	0	1
"GO:0051304"	"chromosome separation"	"up"	1.75609332710889e-06	3.87154989384289	6.64165278934222	21	0.000378981664688453	1	0	3.06145920066611	0	1
"GO:0051306"	"mitotic sister chromatid separation"	"up"	2.08371060374837e-07	5.36924939467312	4.47751873438801	18	7.61562617434485e-05	1	0	2.06390507910075	0	1
"GO:0051784"	"negative regulation of nuclear division"	"up"	2.08371060374837e-07	5.36924939467312	4.47751873438801	18	7.61562617434485e-05	0.877974653368557	0.474987159732922	2.06390507910075	1	1
"GO:0051983"	"regulation of chromosome segregation"	"up"	1.25756203168022e-08	4.41884213759214	7.46253122398002	26	7.70171773996587e-06	1	0	3.43984179850125	0	1
"GO:0051985"	"negative regulation of chromosome segregation"	"up"	4.67389138694842e-07	6.25510923185342	3.35813905079101	15	0.000143122133551691	1	0	1.54792880932556	0	1
"GO:0071173"	"spindle assembly checkpoint"	"up"	3.32477137356511e-06	6.81242807825086	2.53726061615321	12	0.00062263900268583	1	0	1.16954621149042	0	1
"GO:0071174"	"mitotic spindle checkpoint"	"up"	3.32477137356511e-06	6.81242807825086	2.53726061615321	12	0.00062263900268583	1	0	1.16954621149042	0	1
"GO:1902099"	"regulation of metaphase/anaphase transition of cell cycle"	"up"	8.9414713102814e-07	5.411504593451	3.95514154870941	16	0.00023836910575409	1	0	1.82311615320566	0	1
"GO:1902100"	"negative regulation of metaphase/anaphase transition of cell cycle"	"up"	9.10271524464134e-06	5.99392405063291	2.76113655287261	12	0.00149469222785198	1	0	1.27274146544546	0	1
"GO:1905818"	"regulation of chromosome separation"	"up"	3.60792322894449e-07	5.12461479198767	4.62676935886761	18	0.00012057967998915	1	0	2.13270191507077	0	1
"GO:1905819"	"negative regulation of chromosome separation"	"up"	5.70264267190735e-07	6.73304442036836	2.98501248959201	14	0.000161527353681776	1	0	1.3759367194005	0	1
"GO:2000816"	"negative regulation of mitotic sister chromatid separation"	"up"	3.97917740595659e-07	7.00276056338028	2.91038717735221	14	0.000126997408477432	1	0	1.34153830141549	0	1
""	"**gas transport**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0005344"	"oxygen carrier activity"	"down"	0.281169977876306	2.06820297951583	1.0447543713572	2	1	4.70047486275179e-09	37.8744257274119	0.481577851790175	8	1.5897426923874e-06
"GO:0005833"	"hemoglobin complex"	"down"	1	0	0.895503746877602	0	1	1.28207439321412e-11	85.361963190184	0.41278101582015	9	1.16207223000928e-08
"GO:0015669"	"gas transport"	"down"	0.419915744896145	1.45949720670391	1.4178809325562	2	1	1.01522654427437e-07	20.6532089656133	0.653569941715237	8	2.25539544051542e-05
"GO:0015671"	"oxygen transport"	"down"	0.309627337991755	1.90900300816502	1.119379683597	2	1	9.76870337795275e-09	32.4620433165609	0.515976269775187	8	2.91261603347907e-06
"GO:0031720"	"haptoglobin binding"	"down"	1	0	0.746253122398002	0	1	7.96229996722931e-11	113.647779479326	0.343984179850125	8	5.25487427902957e-08
"GO:0031838"	"haptoglobin-hemoglobin complex"	"down"	1	0	0.820878434637802	0	1	2.8313463061925e-10	75.7611026033691	0.378382597835137	8	1.39474581083309e-07
""	"**detoxification**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0004601"	"peroxidase activity"	"down"	0.902385564970134	0.50544407707217	3.80589092422981	2	1	1.15309119666218e-07	8.77847576152661	1.75431931723564	12	2.46500438833631e-05
"GO:0016209"	"antioxidant activity"	"down"	0.869659953474637	0.634893311816389	6.11927560366361	4	1	2.2733477823945e-05	4.88267664538851	2.82067027477102	12	0.00203612888336203
"GO:0016684"	"oxidoreductase activity, acting on peroxide as acceptor"	"down"	0.923955925940603	0.467191946874671	4.10439217318901	2	1	2.80960765648581e-07	7.96015336653886	1.89191298917569	12	5.09325675967747e-05
"GO:0098754"	"detoxification"	"down"	0.865894168042546	0.698544205077198	9.77591590341382	7	1	1.12718191454984e-05	3.97762049207954	4.50619275603664	16	0.0011319042538197
"GO:0098869"	"cellular oxidant detoxification"	"down"	0.937529313920211	0.532040003007745	7.23865528726062	4	1	5.67057182510625e-06	4.81570175601944	3.33664654454621	14	0.000679868558502157
"GO:1990748"	"cellular detoxification"	"down"	0.908813545387909	0.606484721250292	7.98490840965862	5	1	3.83178685646688e-06	4.65986337326693	3.68063072439634	15	0.000482379389819664
""	"**organelle fission**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0000280"	"nuclear division"	"up"	5.65188015243038e-12	2.76335501653558	29.8501248959201	71	1.06726336878394e-08	0.999550109674094	0.279184539458512	13.759367194005	4	1
"GO:0007088"	"regulation of mitotic nuclear division"	"up"	9.99285449614233e-08	3.22332885148482	12.0893005828476	33	4.62118536495072e-05	0.812483333003119	0.708899292911778	5.57254371357202	4	1
"GO:0048285"	"organelle fission"	"up"	4.42360521376370e-10	2.46497894669686	32.7605120732723	71	4.77328067351835e-07	0.999380679883541	0.31824280656401	15.1009054954205	5	1
"GO:0051783"	"regulation of nuclear division"	"up"	1.04266462656444e-07	3.02695278969957	13.8803080766028	36	4.63270204665689e-05	0.886404161283532	0.614615217354943	6.39810574521232	4	1
"GO:0140014"	"mitotic nuclear division"	"up"	3.99878649416681e-11	3.19462796339409	19.3279558701082	52	5.66328137236374e-08	0.97957502602416	0.436923627898648	8.90919025811823	4	1
""	"**G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0007187"	"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	"down"	0.0980102145180256	1.35402845064338	19.029454621149	25	1	1.75383757402226e-08	3.72144197378739	8.77159658617819	29	4.67552463851111e-06
"GO:0007188"	"adenylate cyclase-modulating G protein-coupled receptor signaling pathway"	"down"	0.1019410984869	1.37666377211838	16.4921940049958	22	1	1.18844111827731e-08	4.03059449087775	7.60205037468776	27	3.36625946752047e-06
"GO:0007189"	"adenylate cyclase-activating G protein-coupled receptor signaling pathway"	"down"	0.0951188982743114	1.50531951169611	10.3729184013322	15	1	1.37847034888082e-06	4.26477128131306	4.78138009991674	18	0.000196453698777606
"GO:0019933"	"cAMP-mediated signaling"	"down"	0.20654783842724	1.27314621931622	13.6564321398834	17	1	1.40518242359763e-06	3.72543402777778	6.29491049125729	21	0.000199008960742014
"GO:0019935"	"cyclic-nucleotide-mediated signaling"	"down"	0.304755458045332	1.16459216101695	15.671315570358	18	1	2.71721826575702e-07	3.72086899275839	7.22366777685262	24	4.96549725016565e-05
""	"**epidermis development**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0008544"	"epidermis development"	"up"	3.16420299701016e-09	2.33523307440379	34.2530183180683	71	2.42141373028128e-06	0.869617643983857	0.7490305167475	15.7888738551207	12	1
"GO:0009913"	"epidermal cell differentiation"	"up"	3.82418515523691e-07	2.28026086956522	26.4173605328893	54	0.000123794336596669	0.983916624484692	0.479257699394578	12.1770399666944	6	1
"GO:0030216"	"keratinocyte differentiation"	"up"	4.51619825998034e-07	2.39946614650172	22.4622189841798	48	0.000140187743248157	0.949370589314388	0.567007374822099	10.3539238134888	6	1
"GO:0031424"	"keratinization"	"up"	6.9566700542471e-09	3.02294911734164	16.6414446294754	43	4.604167340835e-06	0.885606596053872	0.641117979413739	7.67084721065778	5	1
"GO:0043588"	"skin development"	"up"	1.48366383177869e-09	2.45541037089356	30.9695045795171	67	1.24517860844834e-06	0.909333280830847	0.688399613130796	14.2753434637802	10	1
""	"**meiotic cell cycle**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0007127"	"meiosis I"	"up"	8.4715549461568e-06	3.20431530041736	8.43266028309742	23	0.00140120755532783	1	0	3.88702123230641	0	1
"GO:0051321"	"meiotic cell cycle"	"up"	5.35952567833407e-10	3.0913925330169	18.283201498751	48	5.28029790743696e-07	0.99982166877135	0.113704669647293	8.42761240632806	1	1
"GO:0061982"	"meiosis I cell cycle process"	"up"	1.61925066616926e-06	3.37481016812045	8.80578684429642	25	0.000356235146557237	1	0	4.05901332223147	0	1
"GO:0140013"	"meiotic nuclear division"	"up"	1.02650037968138e-07	3.15107142857143	12.686303080766	34	4.63270204665689e-05	1	0	5.84773105745212	0	1
"GO:1903046"	"meiotic cell cycle process"	"up"	3.30137717912214e-08	3.13433387940601	13.8803080766028	37	1.74493808828697e-05	1	0	6.39810574521232	0	1
""	"**cellular divalent inorganic cation homeostasis**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0006874"	"cellular calcium ion homeostasis"	"down"	0.663941303299191	0.936669330878212	33.9545170691091	32	1	8.42220809191444e-06	2.41413738019169	15.6512801831807	35	0.000917534785397986
"GO:0007204"	"positive regulation of cytosolic calcium ion concentration"	"down"	0.507989655629466	1.01247647995368	23.7308492922565	24	1	4.37347603503551e-05	2.56087800668752	10.938696919234	26	0.00334807320790219
"GO:0051480"	"regulation of cytosolic calcium ion concentration"	"down"	0.408233738116109	1.06302826244883	26.4919858451291	28	1	1.638174385851e-05	2.56581987264114	12.2114383846794	29	0.00155970720938587
"GO:0055074"	"calcium ion homeostasis"	"down"	0.52057258999748	1.00239035800894	34.9246461282265	35	1	6.26886860972921e-06	2.4164	16.0984596169858	36	0.000739857097377416
"GO:0072503"	"cellular divalent inorganic cation homeostasis"	"down"	0.69293063025267	0.924832025117739	36.4917776852623	34	1	6.78745285439175e-06	2.37481208872249	16.8208263946711	37	0.000791565037035845
""	"**neutrophil mediated immunity**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0002283"	"neutrophil activation involved in immune response"	"down"	0.996782515554143	0.584108997706731	36.1186511240633	22	1	7.14333178223735e-05	2.18171185539607	16.648834304746	34	0.00485855497009054
"GO:0002446"	"neutrophil mediated immunity"	"down"	0.996022406847527	0.597799973573256	36.9395295587011	23	1	2.12731064927629e-05	2.27087058823529	17.0272169025812	36	0.00195161373735226
"GO:0036230"	"granulocyte activation"	"down"	0.996548554890702	0.592639465424724	37.2380308076603	23	1	0.000128744024113755	2.10958481247106	17.1648105745212	34	0.00794204588297711
"GO:0042119"	"neutrophil activation"	"down"	0.997772411577708	0.571403706726845	36.8649042464613	22	1	0.000106187970401298	2.13310450038139	16.9928184845962	34	0.00677808284308001
"GO:0043312"	"neutrophil degranulation"	"down"	0.996413194894235	0.588028538453468	35.8947751873439	22	1	0.000141788669024355	2.12384483052775	16.545639050791	33	0.00863691193573086
""	"**chromosome segregation**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0000070"	"mitotic sister chromatid segregation"	"up"	3.86383411827897e-11	4.21641612980196	11.0445462114904	37	5.66328137236374e-08	1	0	5.09096586178185	0	1
"GO:0000819"	"sister chromatid segregation"	"up"	2.55203800184583e-11	3.82972587447284	13.5071815154038	42	4.13065579441617e-08	1	0	6.22611365528726	0	1
"GO:0007059"	"chromosome segregation"	"up"	4.17214362198065e-12	3.10008309318813	22.9099708576186	60	1.04286880378949e-08	1	0	10.5603143213988	0	1
"GO:0098813"	"nuclear chromosome segregation"	"up"	1.3655611273193e-11	3.30775687409551	18.8055786844296	52	2.38027808808119e-08	1	0	8.66840133222315	0	1
""	"**regulation of renal system process**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0035812"	"renal sodium excretion"	"down"	0.520522432830042	1.18123171056132	1.7163821815154	2	1	9.905064542469e-05	9.98904355635384	0.791163613655287	6	0.00639455163909822
"GO:0035813"	"regulation of renal sodium excretion"	"down"	0.471660723253177	1.30571890620406	1.5671315570358	2	1	5.646671851325e-05	11.3221374045802	0.722366777685262	6	0.00398609296420637
"GO:0044062"	"regulation of excretion"	"down"	0.543791610013198	1.12747587607923	1.7910074937552	2	1	0.0001282478777765	9.43358778625954	0.8255620316403	6	0.00794204588297711
"GO:0098801"	"regulation of renal system process"	"down"	0.747073638224166	0.751185034704588	2.61188592839301	2	1	1.94135383586042e-05	8.40701037944529	1.20394462947544	8	0.00180291302953266
""	"**regulation of lipase activity**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0010517"	"regulation of phospholipase activity"	"down"	0.766749534383532	0.762431414739107	5.14914654454621	4	1	0.000118020845499369	4.81553802494207	2.37349084096586	10	0.00738771369893839
"GO:0010518"	"positive regulation of phospholipase activity"	"down"	0.817619477490707	0.675700400228702	4.32826810990841	3	1	2.54347560770045e-05	5.92261904761905	1.99510824313072	10	0.00220824357358208
"GO:0060191"	"regulation of lipase activity"	"down"	0.858518153734052	0.672787294246509	7.23865528726062	5	1	2.74789525407768e-05	4.41143077601411	3.33664654454621	13	0.00231476975678068
"GO:0060193"	"positive regulation of lipase activity"	"down"	0.907486160867976	0.546121593291405	5.29839716902581	3	1	2.87583008190138e-05	5.21653846153846	2.44228767693589	11	0.00237833246919289
""	"**chromosome, centromeric region**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0000775"	"chromosome, centromeric region"	"up"	1.58372566621016e-07	2.96709585121602	14.1041840133222	36	6.30439178752504e-05	1	0	6.50130099916736	0	1
"GO:0000776"	"kinetochore"	"up"	3.81980022947813e-07	3.38510777984462	9.85054121565362	28	0.000123794336596669	1	0	4.54059117402165	0	1
"GO:0000777"	"condensed chromosome kinetochore"	"up"	8.46088680056163e-08	4.07975629764132	7.61178184845962	25	4.07922755107929e-05	1	0	3.50863863447127	0	1
"GO:0000779"	"condensed chromosome, centromeric region"	"up"	1.68562984754069e-08	4.05045699056588	8.58191090757702	28	9.54909308631803e-06	1	0	3.95581806827644	0	1
""	"**heart process**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0003015"	"heart process"	"down"	0.972852212675314	0.625341906511533	21.641340549542	14	1	2.89499478523588e-07	3.2162447257384	9.97554121565362	29	5.20639538360674e-05
"GO:0008016"	"regulation of heart contraction"	"down"	0.936420864847261	0.680166748172092	18.5817027477102	13	1	5.74889640667576e-06	3.06938775510204	8.56520607826811	24	0.000685631539869856
"GO:0060047"	"heart contraction"	"down"	0.961413196793612	0.649221645663454	20.895087427144	14	1	4.63344218385223e-07	3.21274354923644	9.6315570358035	28	7.95407574894634e-05
"GO:1903522"	"regulation of blood circulation"	"down"	0.894516715025413	0.755390606357539	22.014467110741	17	1	1.32345250481534e-06	3.0297672932531	10.1475333055787	28	0.000189806542779212
""	"**regulation of body fluid levels**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0007596"	"blood coagulation"	"down"	0.435704193075975	1.05177370655953	23.8800999167361	25	1	4.85927371355491e-05	2.54317853125502	11.007493755204	26	0.00357503708925826
"GO:0007599"	"hemostasis"	"down"	0.467437754157872	1.03394842678022	24.2532264779351	25	1	2.36865921346586e-05	2.60908157432304	11.1794858451291	27	0.00209711204776609
"GO:0050817"	"coagulation"	"down"	0.473775647524776	1.03045443506268	24.3278517901749	25	1	6.62179671191732e-05	2.49149606299213	11.2138842631141	26	0.00456078764413515
"GO:0050878"	"regulation of body fluid levels"	"down"	0.326421762812713	1.09170783686913	36.0440258118235	39	1	7.85512088947096e-07	2.55760623968019	16.614435886761	39	0.000125350027715079
""	"**contractile fiber**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0030016"	"myofibril"	"down"	0.399835191232627	1.08993385696569	16.6414446294754	18	1	9.35356301754545e-05	2.8207157842964	7.67084721065778	20	0.00605576394221657
"GO:0030017"	"sarcomere"	"down"	0.256630368960665	1.20913879981677	15.1489383846794	18	1	2.47616474783662e-05	3.1324007058643	6.98287885095754	20	0.00216271564365309
"GO:0031674"	"I band"	"down"	0.18047871780745	1.34917567420024	10.6714196502914	14	1	3.40119828099356e-05	3.59943844228774	4.91897377185679	16	0.00277234363479547
"GO:0043292"	"contractile fiber"	"down"	0.474864233352556	1.03864800945999	17.3876977518734	18	1	5.86929678261641e-05	2.83905512971698	8.01483139050791	21	0.00410488472512617
""	"**vascular process in circulatory system**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0003018"	"vascular process in circulatory system"	"down"	0.758159357690469	0.835567301432643	12.9848043297252	11	1	7.08081011688348e-09	4.62291993720565	5.98532472939217	24	2.25987545420535e-06
"GO:0035150"	"regulation of tube size"	"down"	0.63099007319913	0.931876742417842	10.6714196502914	10	1	8.70667187511704e-06	3.86095090209997	4.91897377185679	17	0.000939491355667391
"GO:0035296"	"regulation of tube diameter"	"down"	0.622097606214539	0.93898961525366	10.5967943380516	10	1	7.92010200586429e-06	3.89204968944099	4.88457535387177	17	0.000879603649216269
"GO:0097746"	"regulation of blood vessel diameter"	"down"	0.622097606214539	0.93898961525366	10.5967943380516	10	1	7.92010200586429e-06	3.89204968944099	4.88457535387177	17	0.000879603649216269
""	"**peptidase regulator activity**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0004866"	"endopeptidase inhibitor activity"	"up"	1.69452526205933e-06	2.83538606819232	12.9848043297252	32	0.000369210984983311	0.0783837104952958	1.72258439174253	5.98532472939217	10	0.732745412468401
"GO:0030414"	"peptidase inhibitor activity"	"up"	4.87332324987463e-07	2.91345966958212	13.5071815154038	34	0.000147239339789546	0.0228966197942944	2.01157903374331	6.22611365528726	12	0.37816137357049
"GO:0061134"	"peptidase regulator activity"	"up"	3.30689571472621e-05	2.32271739130435	16.2683180682764	34	0.00448392219498293	0.0189400417021598	1.94649513592145	7.49885512073272	14	0.337406717744451
"GO:0061135"	"endopeptidase regulator activity"	"up"	4.07260301867881e-06	2.7011077176421	13.5071815154038	32	0.000732422098438586	0.0956359344623002	1.65144042902956	6.22611365528726	10	0.815524483620502
""	"**hydrolase activity, acting on acid phosphorus-nitrogen bonds**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0004252"	"serine-type endopeptidase activity"	"up"	6.59729440136153e-07	3.11877516422971	11.2684221482098	30	0.000180114085704641	0.00603717510379597	2.44972342618971	5.19416111573689	12	0.154230425988745
"GO:0008236"	"serine-type peptidase activity"	"up"	3.79326452441137e-06	2.76444599465178	12.8355537052456	31	0.000687642992985293	0.00661768182799114	2.32110412299092	5.91652789342215	13	0.163526659157901
"GO:0016825"	"hydrolase activity, acting on acid phosphorus-nitrogen bonds"	"up"	2.19043565300884e-06	2.79568869868442	13.1340549542048	32	0.000443172070510539	0.00797230411932007	2.26365220025752	6.0541215653622	13	0.184339195248768
"GO:0017171"	"serine hydrolase activity"	"up"	2.19043565300884e-06	2.79568869868442	13.1340549542048	32	0.000443172070510539	0.00797230411932007	2.26365220025752	6.0541215653622	13	0.184339195248768
""	"**flavonoid metabolic process**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0009812"	"flavonoid metabolic process"	"up"	2.32013787590848e-07	18.7115789473684	1.119379683597	9	8.34513083620416e-05	0.408595059479587	2.00660173160173	0.515976269775187	1	1
"GO:0052696"	"flavonoid glucuronidation"	"up"	7.01236961710565e-11	1e+100	0.671627810158201	9	8.82779419575633e-08	1	0	0.309585761865112	0	1
"GO:0052697"	"xenobiotic glucuronidation"	"up"	3.85738681896381e-13	1e+100	0.820878434637802	11	1.7481677063544e-09	1	0	0.378382597835137	0	1
""	"**pattern specification process**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0003002"	"regionalization"	"up"	7.11146764912731e-09	2.52473916852501	26.1188592839301	58	4.604167340835e-06	0.0976378772920422	1.44449107492586	12.0394462947544	17	0.815524483620502
"GO:0007389"	"pattern specification process"	"up"	1.33540734374641e-07	2.1743300911153	33.2082639467111	65	5.70949630364029e-05	0.090182090425181	1.40312131485849	15.3072960033306	21	0.812858460236516
"GO:0009952"	"anterior/posterior pattern specification"	"up"	5.35442735414998e-06	2.49021364901193	16.2683180682764	36	0.000926193311794188	0.219406819687048	1.35494210090984	7.49885512073272	10	1
""	"**forebrain development**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0021537"	"telencephalon development"	"up"	2.60715095595187e-05	2.25973827411026	18.1339508742714	37	0.00381148649431415	0.0213447021944572	1.86644533159524	8.35881557035803	15	0.370061937051569
"GO:0021543"	"pallium development"	"up"	7.28542024424115e-05	2.48987206823028	12.1639258950874	27	0.00880170994425016	0.199995022580225	1.45432989181445	5.60694213155704	8	1
"GO:0030900"	"forebrain development"	"up"	2.3587162497123e-06	2.12852498984153	27.9844920899251	54	0.000467829508311029	0.0108662360086318	1.77527741203279	12.8994067443797	22	0.229223260936361
""	"**regulation of systemic arterial blood pressure mediated by a chemical signal**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0001990"	"regulation of systemic arterial blood pressure by hormone"	"down"	0.798964044826248	0.669824852785747	2.91038717735221	2	1	5.36432813561246e-06	8.52377300613497	1.34153830141549	9	0.000650030350550686
"GO:0003044"	"regulation of systemic arterial blood pressure mediated by a chemical signal"	"down"	0.705332267543062	0.82632191940368	3.58201498751041	3	1	5.56188979644081e-08	9.5115562403698	1.6511240632806	12	1.29786883838468e-05
"GO:0003081"	"regulation of systemic arterial blood pressure by renin-angiotensin"	"down"	0.85632105375433	0.516341009537102	1.865632805995	1	1	0.000163869897660146	8.93660104459622	0.859960449625312	6	0.0095950694598938
""	"**sulfur compound binding**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0005539"	"glycosaminoglycan binding"	"down"	0.00778992150925111	1.73974017980788	16.4921940049958	27	0.256196838025588	1.14199568734251e-12	5.13374949180106	7.60205037468776	33	1.72517481834542e-09
"GO:0008201"	"heparin binding"	"down"	0.152728035827386	1.36298471704311	12.0893005828476	16	1	9.65870099406287e-12	5.81072555205047	5.57254371357202	27	9.51592019675933e-09
"GO:1901681"	"sulfur compound binding"	"down"	0.443469749826243	1.05728501481564	18.0593255620316	19	1	1.29079705945377e-09	4.11364112071286	8.32441715237302	30	5.56438688199299e-07
""	"**cardiac chamber development**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0003205"	"cardiac chamber development"	"down"	0.279790969345862	1.21001619944537	12.6116777685262	15	1	7.62570755293635e-05	3.19600972540046	5.81333263946711	17	0.00509730186281822
"GO:0003206"	"cardiac chamber morphogenesis"	"down"	0.358624147448223	1.16712014463244	9.55203996669442	11	1	3.45174519593825e-05	3.78955587824324	4.4029975020816	15	0.00280346043512404
"GO:0003231"	"cardiac ventricle development"	"down"	0.0959610336224404	1.52799604645416	9.55203996669442	14	1	0.000132614737746577	3.50028471487839	4.4029975020816	14	0.00814376682205266
""	"**uronic acid metabolic process**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0006063"	"uronic acid metabolic process"	"up"	3.3112240863345e-08	12.4964838255977	1.7910074937552	12	1.74493808828697e-05	1	0	0.8255620316403	0	1
"GO:0019585"	"glucuronate metabolic process"	"up"	3.3112240863345e-08	12.4964838255977	1.7910074937552	12	1.74493808828697e-05	1	0	0.8255620316403	0	1
"GO:0052695"	"cellular glucuronidation"	"up"	8.77892279457864e-10	21.4285714285714	1.4178809325562	12	7.95721562100608e-07	1	0	0.653569941715237	0	1
""	"**negative regulation of blood vessel diameter**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0019229"	"regulation of vasoconstriction"	"down"	0.437509153895681	1.17043188930113	4.32826810990841	5	1	0.000150559263689367	5.21328408664079	1.99510824313072	9	0.00910540956549327
"GO:0042310"	"vasoconstriction"	"down"	0.338815115143497	1.25926490153662	5.67152373022481	7	1	5.5059912858595e-05	4.81396449704142	2.61427976686095	11	0.00392345165212504
"GO:0097756"	"negative regulation of blood vessel diameter"	"down"	0.438432984622763	1.12792253296808	6.26852622814321	7	1	0.000139294224420248	4.2845521601686	2.88946711074105	11	0.00853083006854815
""	"**passive transmembrane transporter activity**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0005216"	"ion channel activity"	"down"	0.000633630052597007	1.70956113345062	31.1933805162365	50	0.0429881945863718	0.000128979385919487	2.22609342068718	14.3785387177352	30	0.00794204588297711
"GO:0015267"	"channel activity"	"up,down"	4.56004142506328e-05	1.84109500993339	34.0291423813489	58	0.00600758945883337	5.13262299275946e-05	2.25247323485567	15.6856786011657	33	0.00371582226887953
"GO:0022803"	"passive transmembrane transporter activity"	"up,down"	4.85299964704592e-05	1.83637509471353	34.1037676935887	58	0.0062839412572606	5.35602786692519e-05	2.24703686455955	15.7200770191507	33	0.00382863064556861
""	"**vesicle lumen**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GO:0031983"	"vesicle lumen"	"down"	0.647654375245357	0.937171285762244	24.4024771024147	23	1	6.96581591153407e-05	2.48308263792607	11.2482826810991	26	0.00478319359258673
"GO:0034774"	"secretory granule lumen"	"down"	0.692905877602687	0.911030157181161	23.9547252289759	22	1	5.11994030722414e-05	2.53441879087148	11.041892173189	26	0.00371582226887953
"GO:0060205"	"cytoplasmic vesicle lumen"	"down"	0.635955513825081	0.943485668423597	24.2532264779351	23	1	6.29311034026879e-05	2.49996576514892	11.1794858451291	26	0.00436091377096302
""	"**response to chemokine**"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
